Grupo,code,Nombre del CE,Cantidad docentes,Docentes con acceso,Cantidad estudiantes,Estudiantes con accesos
B15,84031,"CENTRO ESCOLAR CASERÍO LOS VILLATORO, CANTÓN SAN FELIPE",4,0,85,0.00
B15,84032,"CENTRO ESCOLAR CASERÍO LOS MÉNDEZ, CANTÓN VARILLA NEGRA",4,0,63,0.00
B15,84035,CENTRO ESCOLAR CANTÓN JOYA DEL MATAZANO,3,0,52,0.00
B15,84037,"CENTRO ESCOLAR CASERÍO LOS MATA, CANTÓN LAJITAS",2,0,33,0.00
B10,84039,CENTRO ESCOLAR CANTÓN PIEDRA PARADA,5,0,162,0.00
B10,84040,"COMPLEJO EDUCATIVO CASERÍO LOS SÁNCHEZ, CANTÓN PIEDRA PARADA",6,0,141,0.00
B15,84041,CENTRO ESCOLAR CANTÓN LA CUCHILLA,5,0,100,0.00
B15,84043,"CENTRO ESCOLAR CASERÍO LOS VENTURA, CANTÓN EL VOLCÁN",4,0,86,0.00
B15,84046,CENTRO ESCOLAR CANTON LA JOYA,2,0,60,0.00
B15,84048,"CENTRO ESCOLAR CASERÍO EL CHUPADERO, CANTÓN LA JOYA",4,0,48,0.00
B10,84050,COMPLEJO EDUCATIVO CANTÓN LOS ABELINES,8,0,238,0.00
B10,84054,"CENTRO ESCOLAR CASERÍO EL BOTIJÓN, CANTÓN PAJIGUA ARRIBA",6,0,148,0.00
B15,84059,"CENTRO ESCOLAR CASERÍO EL CAPULÍN, CANTÓN VOLCANCILLO",2,0,33,0.00
B15,84065,"CENTRO ESCOLAR CASERÍO EL LIMÓN, CANTÓN EL ZAPOTAL",3,0,45,0.00
B15,84068,"CENTRO ESCOLAR CASERÍO EL VOLCANCILLO, CANTÓN EL VOLCANCILLO",4,0,78,0.00
B15,84070,"CENTRO ESCOLAR CASERÍO LOS LAZOS, CANTÓN GUACHIPILIN",4,0,60,0.00
B15,84072,"CENTRO ESCOLAR CASERÍO LOS MOLINAS, CANTÓN LOS LAURELES",2,0,58,0.00
B15,84091,CENTRO ESCOLAR CANTÓN EL ROSARIO,5,0,73,0.00
B15,84092,CENTRO ESCOLAR CANTÓN PIEDRA PARADA,4,1,92,0.00
B10,84095,CENTRO ESCOLAR CANTÓN EL CERRO,5,0,98,0.00
B10,84096,COMPLEJO EDUCATIVO CANTÓN VALLE GRANDE,13,11,339,326.00
B10,84097,"CENTRO ESCOLAR CASERÍO EL MATAZANO, CANTÓN VALLE GRANDE",5,0,171,0.00
B15,84102,"CENTRO ESCOLAR CASERÍO MARTIN BARO, CANTÓN LA JOYA",2,0,75,0.00
B10,84116,"COMPLEJO EDUCATIVO CASERÍO EL RODEO, CANTÓN ESTANCIA",5,0,203,0.00
B10,84121,"COMPLEJO EDUCATIVO CASERÍO RANCHO QUEMADO, CANTÓN CASA BLANCA",10,0,339,0.00
B15,84123,CENTRO ESCOLAR MARÍA MERCEDES VENTURA BLANCO,5,0,93,0.00
B10,84126,CENTRO ESCOLAR MARÍA PAZ CRISTINA MONTES,8,0,348,0.00
B15,86004,"CENTRO ESCOLAR CASERÍO LA MONTAÑITA , CANTÓN AGUA BLANCA",0,0,47,0.00
B10,86005,"CENTRO ESCOLAR CASERÍO LOS BENITEZ, CANTÓN AGUA BLANCA",3,0,160,0.00
B15,86007,"CENTRO ESCOLAR CASERÍO LOS CRUZ , CANTÓN CEDRO",0,2,39,39.00
B10,86009,"CENTRO ESCOLAR CASERÍO LOS GARCÍA, CANTÓN EL CARBONAL",2,0,89,0.00
B15,86014,"CENTRO ESCOLAR CASERÍO EL SALITRE, CANTÓN HUERTAS VIEJAS",0,0,60,0.00
B15,86016,"CENTRO ESCOLAR CASERÍO LOS CRUZ , CANTÓN HUERTAS VIEJAS",0,3,31,31.00
B15,86025,CENTRO ESCOLAR CANTÓN CONCHAGUITA,2,0,87,0.00
B15,86026,CENTRO ESCOLAR ISMAEL AVELAR VELÁSQUEZ,1,0,97,0.00
B15,86029,"CENTRO ESCOLAR CASERÍO COLONIA NUEVA ESPERANZA, CANTÓN HUISQUIL",0,0,48,0.00
B15,86030,CENTRO ESCOLAR LUIS ANDRES CACERES,2,0,91,0.00
B15,86036,"CENTRO ESCOLAR CASERÍO EL GUANACASTAL, CANTÓN EL ZAPOTAL",0,0,31,0.00
B15,86049,"CENTRO ESCOLAR CASERÍO LAS CHACHAS, CANTÓN EL JICARO",0,0,37,0.00
B10,86057,CENTRO ESCOLAR CANTÓN EL DERRUMBADO,4,0,129,0.00
B15,86114,CENTRO ESCOLAR CANTÓN BENAVIDES,1,0,43,0.00
B10,86124,"CENTRO ESCOLAR CASERÍO LOS UMAÑA, CANTÓN EL ALGODÓN",2,1,120,0.00
B15,86143,"CENTRO ESCOLAR CASERÍO LA CRIBA, CANTÓN EL CIPRES",0,0,42,0.00
B11,86146,"CENTRO ESCOLAR CASERÍO LOS VÁSQUEZ, CANTÓN DIAMANTE ARRIBA",3,0,63,0.00
B12,86148,"CENTRO ESCOLAR CASERÍO LOS MANGOS, CANTÓN EL PINALÓN",4,0,41,0.00
B12,86151,"CENTRO ESCOLAR CASERÍO SAN MARCOS, CANTÓN SANTO TOMAS",2,0,36,0.00
B12,86153,"CENTRO ESCOLAR CASERÍO SAN ALBERTO, CANTÓN PIEDRA RAJADA",0,0,45,0.00
B11,86155,"CENTRO ESCOLAR CASERÍO COLONIA SAN FRANCISCO, CANTÓN BELEN GUIJAT",2,0,192,0.00
B11,86157,"CENTRO ESCOLAR CASERÍO EL MIRADOR, CANTÓN EL PORTEZUELO",2,0,57,0.00
B12,86159,"CENTRO ESCOLAR CASERÍO VENECIA, CANTÓN PILETAS",2,0,37,0.00
B13,86173,"CENTRO ESCOLAR CASERÍO CHIQUILECA, CANTÓN SIHUAPILAPA",1,0,57,0.00
B13,86220,"CENTRO ESCOLAR CASERIO GUANCORA, CANTON GUARJILA",2,0,62,0.00
B7,86227,COMPLEJO EDUCATIVO LAS VUELTAS,7,0,125,0.00
B7,86229,CENTRO ESCOLAR SAN JOSE LAS FLORES,6,0,137,0.00
B12,86241,CENTRO ESCOLAR CANTÓN SAN JERÓNIMO,0,0,40,0.00
B9,86245,"CENTRO ESCOLAR CASERÍO LOS NARANJOS, CANTÓN CAMOTEPEQUE",1,0,42,0.00
B13,86247,CENTRO ESCOLAR CANTON LOS AMATES,4,0,45,0.00
B7,86249,CENTRO ESCOLAR SAN ANTONIO LOS RANCHOS,7,1,108,0.00
B12,86255,CENTRO ESCOLAR CANTÓN EL CASTAÑO,3,0,74,0.00
B12,86256,"CENTRO ESCOLAR CASERÍO SANTA ISABEL, CANTÓN LA GUACAMAYA",2,0,44,0.00
B12,86257,"CENTRO ESCOLAR HACIENDA LA AGUJA, CANTÓN MIRAVALLE",1,0,28,0.00
B12,86259,CENTRO ESCOLAR CANTÓN CHAGÜITÓN,4,0,60,0.00
B12,86260,"CENTRO ESCOLAR LOTIFICACIÓN PLAYA AMATECAMPO, CANTÓN SAMBOMBERA",0,0,40,0.00
B14,86263,"CENTRO ESCOLAR CASERÍO CATARINA, CANTÓN PARATAO",3,0,51,0.00
B14,86270,"CENTRO ESCOLAR CASERÍO EL JIOTE, CANTÓN LAS MARÍAS",2,0,57,0.00
B12,86272,"CENTRO ESCOLAR CASERÍO LA CAÑADA, CANTÓN SAN JERONIMO",2,0,49,0.00
B11,86289,CENTRO ESCOLAR CANTÓN SOLIMAN,2,0,63,0.00
B12,86290,"CENTRO ESCOLAR CASERÍO LAS MESITAS, CANTÓN CUJUCUYO",0,0,35,0.00
B12,86293,"CENTRO ESCOLAR CASERÍO PALO VERDE, CANTÓN EL PASTE",2,1,44,0.00
B9,86300,"CENTRO ESCOLAR COLONIA LAS FLORES, CANTÓN EL CUCO",4,0,137,0.00
B16,86308,"CENTRO ESCOLAR CASERÍO APAPUERTA, CANTÓN TEPONAHUASTE",0,0,44,0.00
B16,86310,CENTRO ESCOLAR CANTÓN LA CANOA,0,0,47,0.00
B16,86315,"CENTRO ESCOLAR CASERÍO LOS ALEMANES, CANTÓN EL DELIRIO",3,0,32,0.00
B16,86316,"CENTRO ESCOLAR HACIENDA DE JOCO, CANTÓN AZACUALPIA DE JOCO",2,0,34,0.00
B16,86319,"CENTRO ESCOLAR CASERÍO EL CONGO, CANTÓN LA ANCHILA",2,0,34,0.00
B9,86330,CENTRO ESCOLAR CANTÓN EL JUTILLO,0,0,42,0.00
B11,86340,CENTRO ESCOLAR CASERÍO NUEVO NANCE AMARILLO CANTÓN RIO FRIO,2,0,75,0.00
B11,86342,"CENTRO ESCOLAR CASERÍO LOS ALTUVE, CANTÓN GUACHIPILÍN",3,0,68,0.00
B11,86343,"CENTRO ESCOLAR CASERÍO LAS CUEVITAS, CANTÓN EL ROSARIO",2,0,102,0.00
B11,86345,"CENTRO ESCOLAR CASERÍO BRISAS DEL MAR, CANTÓN GARITA PALMERA",2,0,62,0.00
B11,86348,"CENTRO ESCOLAR CASERÍO NUEVO AMANECER, CANTÓN PALO PIQUE",2,0,93,0.00
B12,86349,CENTRO ESCOLAR CANTÓN MONTENEGRO,1,0,54,0.00
B11,86350,"CENTRO ESCOLAR CASERÍO QUEBRADA DE AGUA, CANTÓN MONTE NEGRO",0,0,68,0.00
B15,86359,"CENTRO ESCOLAR CASERÍO YANCOLO, CANTÓN AGUA BLANCA",2,0,30,0.00
B14,86372,CENTRO ESCOLAR CANTÓN SAN FRANCISCO,0,0,47,0.00
B12,86376,CENTRO ESCOLAR CANTÓN SANTA RITA ALMENDRO,3,0,71,0.00
B12,86379,"CENTRO ESCOLAR CASERÍO BORDO CHELE, CANTÓN SAN ANTONIO LOS BLANCOS",1,0,37,0.00
B9,86385,"CENTRO ESCOLAR CASERÍO HUITIUPA, CANTÓN SAN RAFAEL",2,1,39,0.00
B13,86387,"CENTRO ESCOLAR SECTOR LA BOMBA, CANTÓN EL ZACAMIL",4,0,76,0.00
B7,86391,"CENTRO ESCOLAR CASERÍO EL JABALI, CANTÓN GALERA QUEMADA",0,0,91,0.00
B10,86396,CENTRO ESCOLAR CANTÓN SUCHINANGO,0,0,30,0.00
B8,86398,"CENTRO ESCOLAR CASERÍO LAS JOYITAS, CANTÓN SANTA LUCÍA LOS PALONES",0,0,49,0.00
B11,86404,"CENTRO ESCOLAR CASERÍO CEGA, CANTÓN TALCOMUNCA",4,0,129,0.00
B13,86408,CENTRO ESCOLAR CANTÓN NOMBRE DE DIOS,4,0,91,0.00
B16,86413,"CENTRO ESCOLAR CASERÍO BUENA VISTA, CANTÓN APASTEPEQUE",2,0,38,0.00
B13,86420,"CENTRO ESCOLAR CASERÍO EL RINCÓN, CANTÓN LAS ROSAS",3,0,32,0.00
B14,86425,"CENTRO ESCOLAR CASERÍO CERRO EL TORO, CANTÓN LA TRINIDAD",4,0,84,0.00
B14,86434,"CENTRO ESCOLAR CASERÍO LA MONTAÑA, CANTÓN SAN FRANCISCO DEL MONTE",2,2,53,43.00
B13,86440,"CENTRO ESCOLAR COOPERATIVA LOS PINOS, CANTÓN CANGREJERA",3,0,71,0.00
B12,86446,"CENTRO ESCOLAR LOTIFICACIÓN MIRAFLORES III, CANTÓN LA CUCHILLA",0,0,42,0.00
B12,86448,CENTRO ESCOLAR CANTÓN TEPECHAME,0,0,44,0.00
B12,86449,CENTRO ESCOLAR CANTÓN LA ANONA,0,0,31,0.00
B12,86460,CENTRO ESCOLAR CANTÓN FLOR AMARILLA ABAJO,0,0,48,0.00
B12,86478,CENTRO ESCOLAR CANTÓN SAN ANTONIO MASAHUAT,0,0,37,0.00
B12,86482,"CENTRO ESCOLAR COLONIA TRINIDAD, CANTÓN TECOMAPA",0,0,46,0.00
B11,86489,CENTRO ESCOLAR CANTÓN EL TIGRE,2,0,53,0.00
B11,86490,"CENTRO ESCOLAR HACIENDA EL CARMEN, CANTÓN RÍO FRÍO",2,0,118,0.00
B11,86491,"CENTRO ESCOLAR CASERÍO LOS PIN, CANTÓN LOS HUATALES",1,0,35,0.00
B11,86492,"CENTRO ESCOLAR CASERÍO LOS MENDOZA, CANTÓN EL JÍCARO",1,0,42,0.00
B11,86495,"CENTRO ESCOLAR CASERÍO LA CARRASPOSA, CANTÓN EL RODEO",2,0,40,0.00
B11,86496,"CENTRO ESCOLAR COLONIA DIVINA PROVIDENCIA, CANTÓN GUASCOTA",2,0,62,0.00
B11,86499,"CENTRO ESCOLAR CASERÍO GRACIAS A DIOS, CANTÓN LA HACHADURA",3,0,70,0.00
B16,86504,CENTRO ESCOLAR HERMANO ROBERTO COOK,3,0,59,0.00
B16,86506,"CENTRO ESCOLAR CASERÍO EL BAJÍO, CANTÓN EL ZAPOTE",2,0,48,0.00
B16,86511,"CENTRO ESCOLAR LOTIFICACIÓN LAS DELICIAS, CANTÓN EL PAPALON",0,0,42,0.00
B16,86512,"CENTRO ESCOLAR LOTIFICACIÓN EL CARMEN DE AGUA FRÍA II, CANTÓN HATO NUEVO",2,0,67,0.00
B14,86531,"CENTRO ESCOLAR CASERÍO PRIMAVERA, CANTÓN PALACIOS",0,0,39,0.00
B14,86533,"CENTRO ESCOLAR CASERÍO NUEVA CONSOLACION, CANTÓN EL ZAPOTE",3,0,47,0.00
B14,86543,"CENTRO ESCOLAR CASERÍO ARENERA Y LOS REYES, CANTÓN HUERTAS",2,0,53,0.00
B16,86551,"CENTRO ESCOLAR CASERÍO EL MOGOTE, CANTÓN SAN JULIÁN",0,0,42,0.00
B11,86553,CENTRO ESCOLAR CANTÓN EL ROSARIO,3,0,98,0.00
